nid,title,type,view_node,resolved_url,redirects,meta_tags,Generator,HandheldFriendly,MobileOptimized,description,generator,keywords,og:description,og:image,og:image:secure_url,og:image:url,og:site_name,og:title,og:type,og:updated_time,og:url,robots,twitter:card,twitter:creator,twitter:description,twitter:image,twitter:image:alt,twitter:title,viewport
97258,Arándanos,Kidney Topics,https://www.kidney.org/es/kidney-topics/arandanos,https://www.kidney.org/es/kidney-topics/arandanos,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/blueberries_0.jpg,https://www.kidney.org/sites/default/files/blueberries_0.jpg,https://www.kidney.org/sites/default/files/blueberries_0.jpg,National Kidney Foundation,Arándanos,article,2025-03-29T17:33:31-04:00,https://www.kidney.org/es/kidney-topics/arandanos,,,@NKF,,https://www.kidney.org/sites/default/files/blueberries_0.jpg,National Kidney Foundation (NKF),Arándanos,"width=device-width, initial-scale=1.0"
93397,Vegetales de hoja verde,Kidney Topics,https://www.kidney.org/es/kidney-topics/vegetales-de-hoja-verde,https://www.kidney.org/es/kidney-topics/vegetales-de-hoja-verde,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/leafy_green_vegetables.jpg,https://www.kidney.org/sites/default/files/leafy_green_vegetables.jpg,https://www.kidney.org/sites/default/files/leafy_green_vegetables.jpg,National Kidney Foundation,Vegetales de hoja verde,article,2025-04-05T10:37:24-04:00,https://www.kidney.org/es/kidney-topics/vegetales-de-hoja-verde,,,@NKF,,https://www.kidney.org/sites/default/files/leafy_green_vegetables.jpg,National Kidney Foundation (NKF),Vegetales de hoja verde,"width=device-width, initial-scale=1.0"
25457,Filtración glomerular estimada (FGe),Kidney Topics,https://www.kidney.org/es/kidney-topics/filtracion-glomerular-estimada-fge,https://www.kidney.org/es/kidney-topics/filtracion-glomerular-estimada-fge,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/heat_map-Patient%20fb.jpg,https://www.kidney.org/sites/default/files/heat_map-Patient%20fb.jpg,https://www.kidney.org/sites/default/files/heat_map-Patient%20fb.jpg,National Kidney Foundation,Filtración glomerular estimada (FGe),article,2025-04-22T10:11:43-04:00,https://www.kidney.org/es/kidney-topics/filtracion-glomerular-estimada-fge,,,@NKF,,https://www.kidney.org/sites/default/files/heat_map-Patient%20fb.jpg,National Kidney Foundation (NKF),Filtración glomerular estimada (FGe),"width=device-width, initial-scale=1.0"
25548,Su Guía para la nueva y mejorada etiqueta de información nutricional,Kidney Topics,https://www.kidney.org/es/kidney-topics/su-guia-para-la-nueva-y-mejorada-etiqueta-de-informacion-nutricional,https://www.kidney.org/es/kidney-topics/su-guia-para-la-nueva-y-mejorada-etiqueta-de-informacion-nutricional,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/food-624600_1280%20fb_0.jpg,https://www.kidney.org/sites/default/files/food-624600_1280%20fb_0.jpg,https://www.kidney.org/sites/default/files/food-624600_1280%20fb_0.jpg,National Kidney Foundation,Su Guía para la nueva y mejorada etiqueta de información nutricional,article,2025-04-23T10:32:03-04:00,https://www.kidney.org/es/kidney-topics/su-guia-para-la-nueva-y-mejorada-etiqueta-de-informacion-nutricional,,,@NKF,,https://www.kidney.org/sites/default/files/food-624600_1280%20fb_0.jpg,National Kidney Foundation (NKF),Su Guía para la nueva y mejorada etiqueta de información nutricional,"width=device-width, initial-scale=1.0"
149289,Potasio,Kidney Topics,https://www.kidney.org/es/kidney-topics/potasio,https://www.kidney.org/es/kidney-topics/potasio,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Potasio,article,2025-04-21T08:51:27-04:00,https://www.kidney.org/es/kidney-topics/potasio,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Potasio,"width=device-width, initial-scale=1.0"
149280,Potasio en su alimentación para la enfermedad renal crónica,Kidney Topics,https://www.kidney.org/es/kidney-topics/potasio-en-su-alimentacion-para-la-enfermedad-renal-cronica,https://www.kidney.org/es/kidney-topics/potasio-en-su-alimentacion-para-la-enfermedad-renal-cronica,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Potasio en su alimentación para la enfermedad renal crónica,article,2025-04-19T13:23:40-04:00,https://www.kidney.org/es/kidney-topics/potasio-en-su-alimentacion-para-la-enfermedad-renal-cronica,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Potasio en su alimentación para la enfermedad renal crónica,"width=device-width, initial-scale=1.0"
149151,Síndrome séptico,Kidney Topics,https://www.kidney.org/es/kidney-topics/sindrome-septico,https://www.kidney.org/es/kidney-topics/sindrome-septico,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Síndrome séptico,article,2025-04-21T07:47:57-04:00,https://www.kidney.org/es/kidney-topics/sindrome-septico,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Síndrome séptico,"width=device-width, initial-scale=1.0"
146473,Viruela símica,Kidney Topics,https://www.kidney.org/es/kidney-topics/viruela-simica,https://www.kidney.org/es/kidney-topics/viruela-simica,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Viruela símica,article,2024-10-23T16:16:05-04:00,https://www.kidney.org/es/kidney-topics/viruela-simica,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Viruela símica,"width=device-width, initial-scale=1.0"
149385,Cómo buscar más información sobre los ensayos clínicos,Kidney Topics,https://www.kidney.org/es/kidney-topics/como-buscar-mas-informacion-sobre-los-ensayos-clinicos,https://www.kidney.org/es/kidney-topics/como-buscar-mas-informacion-sobre-los-ensayos-clinicos,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Cómo buscar más información sobre los ensayos clínicos,article,2024-08-08T00:35:12-04:00,https://www.kidney.org/es/kidney-topics/como-buscar-mas-informacion-sobre-los-ensayos-clinicos,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Cómo buscar más información sobre los ensayos clínicos,"width=device-width, initial-scale=1.0"
149222,Xenotrasplante,Kidney Topics,https://www.kidney.org/es/kidney-topics/xenotrasplante,https://www.kidney.org/es/kidney-topics/xenotrasplante,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/untitled_design_11.png,https://www.kidney.org/sites/default/files/untitled_design_11.png,https://www.kidney.org/sites/default/files/untitled_design_11.png,National Kidney Foundation,Xenotrasplante,article,2025-04-12T16:41:38-04:00,https://www.kidney.org/es/kidney-topics/xenotrasplante,,photo,@NKF,,https://www.kidney.org/sites/default/files/untitled_design_11.png,National Kidney Foundation (NKF),Xenotrasplante,"width=device-width, initial-scale=1.0"
149191,Prevención,Kidney Topics,https://www.kidney.org/es/kidney-topics/prevencion,https://www.kidney.org/es/kidney-topics/prevencion,,,Drupal 10 (https://www.drupal.org),true,width,"Los riñones sanos eliminan desechos y exceso de agua, controlan la presión arterial y ayudan a producir glóbulos rojos y mantener huesos sanos.",Drupal 10 (https://www.drupal.org),,"Los riñones sanos eliminan desechos y exceso de agua, controlan la presión arterial y ayudan a producir glóbulos rojos y mantener huesos sanos.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Prevención,article,2025-03-13T14:06:42-04:00,https://www.kidney.org/es/kidney-topics/prevencion,,,@NKF,"Los riñones sanos eliminan desechos y exceso de agua, controlan la presión arterial y ayudan a producir glóbulos rojos y mantener huesos sanos.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Prevención,"width=device-width, initial-scale=1.0"
149189,¿Qué puede hacer usted para proteger sus riñones y su salud en general?,Kidney Topics,https://www.kidney.org/es/kidney-topics/que-puede-hacer-usted-para-proteger-sus-rinones-y-su-salud-en-general,https://www.kidney.org/es/kidney-topics/que-puede-hacer-usted-para-proteger-sus-rinones-y-su-salud-en-general,,,Drupal 10 (https://www.drupal.org),true,width,"Proteja sus riñones controlando la presión, comiendo bajo en sal, evitando AINE, no fumando, haciendo ejercicio, evitando alcohol y consultando a su médico.",Drupal 10 (https://www.drupal.org),,"Proteja sus riñones controlando la presión, comiendo bajo en sal, evitando AINE, no fumando, haciendo ejercicio, evitando alcohol y consultando a su médico.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,¿Qué puede hacer usted para proteger sus riñones y su salud en general?,article,2025-03-11T16:52:57-04:00,https://www.kidney.org/es/kidney-topics/que-puede-hacer-usted-para-proteger-sus-rinones-y-su-salud-en-general,,,@NKF,"Proteja sus riñones controlando la presión, comiendo bajo en sal, evitando AINE, no fumando, haciendo ejercicio, evitando alcohol y consultando a su médico.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),¿Qué puede hacer usted para proteger sus riñones y su salud en general?,"width=device-width, initial-scale=1.0"
149188,La Población Hispana y la Enfermedad Renal,Kidney Topics,https://www.kidney.org/es/kidney-topics/la-poblacion-hispana-y-la-enfermedad-renal,https://www.kidney.org/es/kidney-topics/la-poblacion-hispana-y-la-enfermedad-renal,,,Drupal 10 (https://www.drupal.org),true,width,"Los hispanos tienen un mayor riesgo de enfermedad renal, con 1.5 veces más probabilidades de insuficiencia renal que otros estadounidenses.",Drupal 10 (https://www.drupal.org),,"Los hispanos tienen un mayor riesgo de enfermedad renal, con 1.5 veces más probabilidades de insuficiencia renal que otros estadounidenses.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,La Población Hispana y la Enfermedad Renal,article,2025-01-19T23:29:36-05:00,https://www.kidney.org/es/kidney-topics/la-poblacion-hispana-y-la-enfermedad-renal,,,@NKF,"Los hispanos tienen un mayor riesgo de enfermedad renal, con 1.5 veces más probabilidades de insuficiencia renal que otros estadounidenses.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),La Población Hispana y la Enfermedad Renal,"width=device-width, initial-scale=1.0"
149187,Dos Análisis Simples para Detectar la Enfermedad Renal,Kidney Topics,https://www.kidney.org/es/kidney-topics/dos-analisis-simples-para-detectar-la-enfermedad-renal,https://www.kidney.org/es/kidney-topics/dos-analisis-simples-para-detectar-la-enfermedad-renal,,,Drupal 10 (https://www.drupal.org),true,width,Dos pruebas simples pueden detectar la enfermedad renal: análisis de orina para proteína y análisis de sangre para creatinina y calcular el índice de filtración glomerular.,Drupal 10 (https://www.drupal.org),,Dos pruebas simples pueden detectar la enfermedad renal: análisis de orina para proteína y análisis de sangre para creatinina y calcular el índice de filtración glomerular.,https://www.kidney.org/sites/default/files/Kidney%20Urine%20Cup_Horizontal%20fb.jpg,https://www.kidney.org/sites/default/files/Kidney%20Urine%20Cup_Horizontal%20fb.jpg,https://www.kidney.org/sites/default/files/Kidney%20Urine%20Cup_Horizontal%20fb.jpg,National Kidney Foundation,Dos Análisis Simples para Detectar la Enfermedad Renal,article,2025-04-04T22:40:37-04:00,https://www.kidney.org/es/kidney-topics/dos-analisis-simples-para-detectar-la-enfermedad-renal,,,@NKF,Dos pruebas simples pueden detectar la enfermedad renal: análisis de orina para proteína y análisis de sangre para creatinina y calcular el índice de filtración glomerular.,https://www.kidney.org/sites/default/files/Kidney%20Urine%20Cup_Horizontal%20fb.jpg,National Kidney Foundation (NKF),Dos Análisis Simples para Detectar la Enfermedad Renal,"width=device-width, initial-scale=1.0"
149186,La Presión Arterial Alta y Los Riñones,Kidney Topics,https://www.kidney.org/es/kidney-topics/la-presion-arterial-alta-y-los-rinones,https://www.kidney.org/es/kidney-topics/la-presion-arterial-alta-y-los-rinones,,,Drupal 10 (https://www.drupal.org),true,width,"La presión arterial alta, o hipertensión, es un ""asesino silencioso"" sin síntomas visibles. Puede causar daño a los riñones, corazón y cerebro. Controlarla es crucial.",Drupal 10 (https://www.drupal.org),,"La presión arterial alta, o hipertensión, es un ""asesino silencioso"" sin síntomas visibles. Puede causar daño a los riñones, corazón y cerebro. Controlarla es crucial.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,La Presión Arterial Alta y Los Riñones,article,2025-02-04T12:15:45-05:00,https://www.kidney.org/es/kidney-topics/la-presion-arterial-alta-y-los-rinones,,,@NKF,"La presión arterial alta, o hipertensión, es un ""asesino silencioso"" sin síntomas visibles. Puede causar daño a los riñones, corazón y cerebro. Controlarla es crucial.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),La Presión Arterial Alta y Los Riñones,"width=device-width, initial-scale=1.0"
149185,Acerca de la Diabetes,Kidney Topics,https://www.kidney.org/es/kidney-topics/acerca-de-la-diabetes,https://www.kidney.org/es/kidney-topics/acerca-de-la-diabetes,,,Drupal 10 (https://www.drupal.org),true,width,"La diabetes afecta la insulina en el cuerpo, aumentando el riesgo de daño renal y otras complicaciones.",Drupal 10 (https://www.drupal.org),,"La diabetes afecta la insulina en el cuerpo, aumentando el riesgo de daño renal y otras complicaciones.",https://www.kidney.org/sites/default/files/AdobeStock_134602132.jpg,https://www.kidney.org/sites/default/files/AdobeStock_134602132.jpg,https://www.kidney.org/sites/default/files/AdobeStock_134602132.jpg,National Kidney Foundation,Acerca de la Diabetes,article,2024-08-23T21:27:51-04:00,https://www.kidney.org/es/kidney-topics/acerca-de-la-diabetes,,,@NKF,"La diabetes afecta la insulina en el cuerpo, aumentando el riesgo de daño renal y otras complicaciones.",https://www.kidney.org/sites/default/files/AdobeStock_134602132.jpg,National Kidney Foundation (NKF),Acerca de la Diabetes,"width=device-width, initial-scale=1.0"
149183,​Las Etapas de la enfermedad Renal,Kidney Topics,https://www.kidney.org/es/kidney-topics/las-etapas-de-la-enfermedad-renal,https://www.kidney.org/es/kidney-topics/las-etapas-de-la-enfermedad-renal,,,Drupal 10 (https://www.drupal.org),true,width,"La enfermedad renal tiene cinco etapas, determinadas por la TFG y el daño renal. El tratamiento se ajusta según la etapa y el estado de los riñones.",Drupal 10 (https://www.drupal.org),,"La enfermedad renal tiene cinco etapas, determinadas por la TFG y el daño renal. El tratamiento se ajusta según la etapa y el estado de los riñones.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,​Las Etapas de la enfermedad Renal,article,2024-10-23T16:26:03-04:00,https://www.kidney.org/es/kidney-topics/las-etapas-de-la-enfermedad-renal,,,@NKF,"La enfermedad renal tiene cinco etapas, determinadas por la TFG y el daño renal. El tratamiento se ajusta según la etapa y el estado de los riñones.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),​Las Etapas de la enfermedad Renal,"width=device-width, initial-scale=1.0"
149182,Tratamiento,Kidney Topics,https://www.kidney.org/es/kidney-topics/tratamiento,https://www.kidney.org/es/kidney-topics/tratamiento,,,Drupal 10 (https://www.drupal.org),true,width,"El tratamiento de la enfermedad renal depende del estadio y puede incluir control de la presión arterial, colesterol, azúcar en sangre y tratamiento de anemia.",Drupal 10 (https://www.drupal.org),,"El tratamiento de la enfermedad renal depende del estadio y puede incluir control de la presión arterial, colesterol, azúcar en sangre y tratamiento de anemia.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Tratamiento,article,2025-04-08T20:27:28-04:00,https://www.kidney.org/es/kidney-topics/tratamiento,,,@NKF,"El tratamiento de la enfermedad renal depende del estadio y puede incluir control de la presión arterial, colesterol, azúcar en sangre y tratamiento de anemia.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Tratamiento,"width=device-width, initial-scale=1.0"
149181,El Sodio y su Dieta con la Enfermedad Crónica del Riñón,Kidney Topics,https://www.kidney.org/es/kidney-topics/el-sodio-y-su-dieta-con-la-enfermedad-cronica-del-rinon,https://www.kidney.org/es/kidney-topics/el-sodio-y-su-dieta-con-la-enfermedad-cronica-del-rinon,,,Drupal 10 (https://www.drupal.org),true,width,Reducir el consumo de sodio ayuda a controlar la acumulación de líquidos y la presión arterial en pacientes con enfermedad renal crónica.,Drupal 10 (https://www.drupal.org),,Reducir el consumo de sodio ayuda a controlar la acumulación de líquidos y la presión arterial en pacientes con enfermedad renal crónica.,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,El Sodio y su Dieta con la Enfermedad Crónica del Riñón,article,2024-08-31T14:51:22-04:00,https://www.kidney.org/es/kidney-topics/el-sodio-y-su-dieta-con-la-enfermedad-cronica-del-rinon,,,@NKF,Reducir el consumo de sodio ayuda a controlar la acumulación de líquidos y la presión arterial en pacientes con enfermedad renal crónica.,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),El Sodio y su Dieta con la Enfermedad Crónica del Riñón,"width=device-width, initial-scale=1.0"
149180,Dieta y Trasplante,Kidney Topics,https://www.kidney.org/es/kidney-topics/dieta-y-trasplante,https://www.kidney.org/es/kidney-topics/dieta-y-trasplante,,,Drupal 10 (https://www.drupal.org),true,width,"Después de un trasplante, es fundamental seguir una dieta especial para evitar el rechazo del órgano y mantener la salud general.",Drupal 10 (https://www.drupal.org),,"Después de un trasplante, es fundamental seguir una dieta especial para evitar el rechazo del órgano y mantener la salud general.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Dieta y Trasplante,article,2025-01-28T17:23:55-05:00,https://www.kidney.org/es/kidney-topics/dieta-y-trasplante,,,@NKF,"Después de un trasplante, es fundamental seguir una dieta especial para evitar el rechazo del órgano y mantener la salud general.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Dieta y Trasplante,"width=device-width, initial-scale=1.0"
149179,Comiendo Fuera De Casa Con Confianza,Kidney Topics,https://www.kidney.org/es/kidney-topics/comiendo-fuera-de-casa-con-confianza,https://www.kidney.org/es/kidney-topics/comiendo-fuera-de-casa-con-confianza,,,Drupal 10 (https://www.drupal.org),true,width,"Guía para disfrutar comer fuera con una dieta para la enfermedad renal. Planifique, haga pedidos especiales y elija restaurantes adecuados para sus necesidades.",Drupal 10 (https://www.drupal.org),,"Guía para disfrutar comer fuera con una dieta para la enfermedad renal. Planifique, haga pedidos especiales y elija restaurantes adecuados para sus necesidades.",https://www.kidney.org/sites/default/files/cuisine-national-kidney-foundation-800x533.jpg,https://www.kidney.org/sites/default/files/cuisine-national-kidney-foundation-800x533.jpg,https://www.kidney.org/sites/default/files/cuisine-national-kidney-foundation-800x533.jpg,National Kidney Foundation,Comiendo Fuera De Casa Con Confianza,article,2024-09-03T12:43:01-04:00,https://www.kidney.org/es/kidney-topics/comiendo-fuera-de-casa-con-confianza,,,@NKF,"Guía para disfrutar comer fuera con una dieta para la enfermedad renal. Planifique, haga pedidos especiales y elija restaurantes adecuados para sus necesidades.",https://www.kidney.org/sites/default/files/cuisine-national-kidney-foundation-800x533.jpg,National Kidney Foundation (NKF),Comiendo Fuera De Casa Con Confianza,"width=device-width, initial-scale=1.0"
149178,El Fósforo y su Dieta Para la IRC,Kidney Topics,https://www.kidney.org/es/kidney-topics/el-fosforo-y-su-dieta-para-la-irc,https://www.kidney.org/es/kidney-topics/el-fosforo-y-su-dieta-para-la-irc,,,Drupal 10 (https://www.drupal.org),true,width,"El fósforo es vital para huesos saludables, pero su exceso en IRC puede ser peligroso. Controle su fósforo con dieta y fijadores. Consulte a su médico.",Drupal 10 (https://www.drupal.org),,"El fósforo es vital para huesos saludables, pero su exceso en IRC puede ser peligroso. Controle su fósforo con dieta y fijadores. Consulte a su médico.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,El Fósforo y su Dieta Para la IRC,article,2025-02-04T11:13:31-05:00,https://www.kidney.org/es/kidney-topics/el-fosforo-y-su-dieta-para-la-irc,,,@NKF,"El fósforo es vital para huesos saludables, pero su exceso en IRC puede ser peligroso. Controle su fósforo con dieta y fijadores. Consulte a su médico.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),El Fósforo y su Dieta Para la IRC,"width=device-width, initial-scale=1.0"
149177,Nutrición,Kidney Topics,https://www.kidney.org/es/kidney-topics/nutricion,https://www.kidney.org/es/kidney-topics/nutricion,,,Drupal 10 (https://www.drupal.org),true,width,"La dieta es crucial para vivir bien con enfermedad renal. A medida que la enfermedad progresa, las necesidades dietéticas cambian. Consulte a su médico sobre su nutrición.",Drupal 10 (https://www.drupal.org),,"La dieta es crucial para vivir bien con enfermedad renal. A medida que la enfermedad progresa, las necesidades dietéticas cambian. Consulte a su médico sobre su nutrición.",https://www.kidney.org/sites/default/files/diet.jpeg,https://www.kidney.org/sites/default/files/diet.jpeg,https://www.kidney.org/sites/default/files/diet.jpeg,National Kidney Foundation,Nutrición,article,2025-01-30T15:04:14-05:00,https://www.kidney.org/es/kidney-topics/nutricion,,,@NKF,"La dieta es crucial para vivir bien con enfermedad renal. A medida que la enfermedad progresa, las necesidades dietéticas cambian. Consulte a su médico sobre su nutrición.",https://www.kidney.org/sites/default/files/diet.jpeg,National Kidney Foundation (NKF),Nutrición,"width=device-width, initial-scale=1.0"
25652,Hemodiálisis,Kidney Topics,https://www.kidney.org/es/kidney-topics/hemodialisis,https://www.kidney.org/es/kidney-topics/hemodialisis,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Hemodiálisis,article,2025-03-13T11:24:40-04:00,https://www.kidney.org/es/kidney-topics/hemodialisis,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Hemodiálisis,"width=device-width, initial-scale=1.0"
149174,El Seguro y la Insuficiencia Renal,Kidney Topics,https://www.kidney.org/es/kidney-topics/el-seguro-y-la-insuficiencia-renal,https://www.kidney.org/es/kidney-topics/el-seguro-y-la-insuficiencia-renal,,,Drupal 10 (https://www.drupal.org),true,width,Medicare cubre gran parte de los costos de diálisis y trasplantes de riñón. También hay otras opciones de seguro disponibles para ayudar a cubrir los gastos adicionales.,Drupal 10 (https://www.drupal.org),,Medicare cubre gran parte de los costos de diálisis y trasplantes de riñón. También hay otras opciones de seguro disponibles para ayudar a cubrir los gastos adicionales.,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,El Seguro y la Insuficiencia Renal,article,2024-08-12T22:12:47-04:00,https://www.kidney.org/es/kidney-topics/el-seguro-y-la-insuficiencia-renal,,,@NKF,Medicare cubre gran parte de los costos de diálisis y trasplantes de riñón. También hay otras opciones de seguro disponibles para ayudar a cubrir los gastos adicionales.,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),El Seguro y la Insuficiencia Renal,"width=device-width, initial-scale=1.0"
